1	0.125	0	0.1	0	0	0.0298507462686567	0.125	0.235294117647059	0.333333333333333	0.153846153846154	0.0769230769230769	0.0740740740740741	0	0	0.25	0	0.307692307692308	0.153846153846154	0.133333333333333	0	0.111111111111111	0	0	0.0298507462686567	0	0.04	0.171428571428571	0.0571428571428571	0.166666666666667	0	0	0
0.125	1	0.285714285714286	0.222222222222222	0.2	0	0.0615384615384615	0.285714285714286	0.266666666666667	0	0	0	0.24	0.210526315789474	0.333333333333333	0	0.117647058823529	0	0.166666666666667	0	0.173913043478261	0.25	0.166666666666667	0.4	0.0923076923076923	0.1	0.166666666666667	0.121212121212121	0	0.0909090909090909	0	0.2	0
0	0.285714285714286	1	0.111111111111111	0.2	0	0.0923076923076923	0.285714285714286	0.133333333333333	0	0.181818181818182	0	0.32	0.421052631578947	0.222222222222222	0	0.117647058823529	0	0.0833333333333333	0	0.260869565217391	0	0.166666666666667	0.2	0.0923076923076923	0.3	0.125	0.242424242424242	0.0606060606060606	0.181818181818182	0	0	0
0.1	0.222222222222222	0.111111111111111	1	0	0	0.0579710144927536	0.111111111111111	0.210526315789474	0	0	0.0714285714285714	0.344827586206897	0.260869565217391	0	0	0.0952380952380952	0	0.0714285714285714	0	0.0740740740740741	0.3	0	0	0.0579710144927536	0.0833333333333333	0.115384615384615	0.27027027027027	0.0540540540540541	0.0769230769230769	0	0.142857142857143	0
0	0.2	0.2	0	1	0	0.0655737704918033	0	0.363636363636364	0	0	0	0.0952380952380952	0.133333333333333	0.285714285714286	0	0	0	0	0	0.105263157894737	0.166666666666667	0.25	0.333333333333333	0.0327868852459016	0.125	0.0454545454545455	0.137931034482759	0.0689655172413793	0.111111111111111	0	0	0
0	0	0	0	0	1	0.0967741935483871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0967741935483871	0	0.133333333333333	0.0666666666666667	0	0	0	0	0
0.0298507462686567	0.0615384615384615	0.0923076923076923	0.0579710144927536	0.0655737704918033	0.0967741935483871	1	0.0307692307692308	0.0606060606060606	0	0.0645161290322581	0.24	0.184210526315789	0.0571428571428571	0.144927536231884	0.0307692307692308	0.117647058823529	0.0645161290322581	0.08	0.03125	0.324324324324324	0.0597014925373134	0.0317460317460317	0.0327868852459016	0.793103448275862	0.140845070422535	0.363636363636364	0.166666666666667	0.333333333333333	0.136986301369863	0	0	0.0625
0.125	0.285714285714286	0.285714285714286	0.111111111111111	0	0	0.0307692307692308	1	0.133333333333333	0	0	0.166666666666667	0.24	0.105263157894737	0.222222222222222	0	0.117647058823529	0	0.166666666666667	0	0.0869565217391304	0.125	0.166666666666667	0	0.0923076923076923	0.2	0.125	0	0	0.0909090909090909	0	0	0
0.235294117647059	0.266666666666667	0.133333333333333	0.210526315789474	0.363636363636364	0	0.0606060606060606	0.133333333333333	1	0.181818181818182	0.166666666666667	0	0.230769230769231	0.1	0.210526315789474	0.266666666666667	0	0	0	0	0.0833333333333333	0.352941176470588	0.153846153846154	0.363636363636364	0.0606060606060606	0.19047619047619	0.0408163265306122	0.176470588235294	0	0.173913043478261	0.166666666666667	0	0
0.333333333333333	0	0	0	0	0	0	0	0.181818181818182	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0689655172413793	0.0689655172413793	0	0	0	0
0.153846153846154	0	0.181818181818182	0	0	0	0.0645161290322581	0	0.166666666666667	0	1	0	0.0909090909090909	0	0	0	0	0.25	0	0	0.1	0	0	0	0.032258064516129	0.117647058823529	0.0444444444444444	0.0666666666666667	0	0	0	0	0
0.0769230769230769	0	0	0.0714285714285714	0	0	0.24	0.166666666666667	0	0	0	1	0.114285714285714	0	0.0714285714285714	0.166666666666667	0.222222222222222	0.0952380952380952	0.117647058823529	0.0869565217391304	0.121212121212121	0	0.0909090909090909	0	0.24	0.0666666666666667	0.241379310344828	0.13953488372093	0.13953488372093	0.125	0	0	0.0869565217391304
0.0740740740740741	0.24	0.32	0.344827586206897	0.0952380952380952	0	0.184210526315789	0.24	0.230769230769231	0	0.0909090909090909	0.114285714285714	1	0.266666666666667	0.275862068965517	0	0.142857142857143	0	0.228571428571429	0	0.235294117647059	0.37037037037037	0.173913043478261	0.0952380952380952	0.236842105263158	0.387096774193548	0.338983050847458	0.363636363636364	0.0454545454545455	0.242424242424242	0.0909090909090909	0	0
0	0.210526315789474	0.421052631578947	0.260869565217391	0.133333333333333	0	0.0571428571428571	0.105263157894737	0.1	0	0	0	0.266666666666667	1	0.260869565217391	0.105263157894737	0.0909090909090909	0	0.137931034482759	0	0.142857142857143	0.19047619047619	0	0.266666666666667	0.0285714285714286	0.24	0.150943396226415	0.315789473684211	0.0526315789473684	0.222222222222222	0	0	0
0	0.333333333333333	0.222222222222222	0	0.285714285714286	0	0.144927536231884	0.222222222222222	0.210526315789474	0	0	0.0714285714285714	0.275862068965517	0.260869565217391	1	0.111111111111111	0.19047619047619	0	0.285714285714286	0	0.37037037037037	0.1	0.25	0.142857142857143	0.115942028985507	0.166666666666667	0.192307692307692	0.162162162162162	0.0540540540540541	0.153846153846154	0	0	0
